Run	Experiment_Type	Class_Label
SRR9129828	PRJNA306542	1
SRR9129832	PRJNA306542	1
SRR9129842	PRJNA306542	1
SRR9129843	PRJNA306542	1
SRR9129847	PRJNA306542	1
SRR9129848	PRJNA306542	1
SRR9129850	PRJNA306542	1
SRR9129851	PRJNA306542	1
SRR9129852	PRJNA306542	1
SRR9129854	PRJNA306542	1
SRR9129855	PRJNA306542	1
SRR9129856	PRJNA306542	1
SRR9129858	PRJNA306542	1
SRR9129866	PRJNA306542	1
SRR9129870	PRJNA306542	1
SRR9129871	PRJNA306542	1
SRR9129877	PRJNA306542	1
SRR9129878	PRJNA306542	1
SRR9129893	PRJNA306542	1
SRR9129894	PRJNA306542	1
SRR9129900	PRJNA306542	1
SRR9129902	PRJNA306542	1
SRR9129913	PRJNA306542	1
SRR9129922	PRJNA306542	1
SRR9129927	PRJNA306542	1
SRR9129928	PRJNA306542	1
SRR9129930	PRJNA306542	1
SRR9129980	PRJNA306542	1
SRR9129981	PRJNA306542	1
SRR9129982	PRJNA306542	1
SRR9129983	PRJNA306542	1
SRR9129984	PRJNA306542	1
SRR9129986	PRJNA306542	1
SRR9129988	PRJNA306542	1
SRR9129990	PRJNA306542	1
SRR9129991	PRJNA306542	1
SRR9129994	PRJNA306542	1
SRR9129995	PRJNA306542	1
SRR9129996	PRJNA306542	1
SRR9129998	PRJNA306542	1
SRR9129999	PRJNA306542	1
SRR9130000	PRJNA306542	1
SRR9130001	PRJNA306542	1
SRR9130002	PRJNA306542	1
SRR9130019	PRJNA306542	1
SRR9130020	PRJNA306542	1
SRR9130021	PRJNA306542	1
SRR9130022	PRJNA306542	1
SRR9130023	PRJNA306542	1
SRR9130024	PRJNA306542	1
SRR9130025	PRJNA306542	1
SRR9130026	PRJNA306542	1
SRR9129780	PRJNA306542	1
SRR9129781	PRJNA306542	1
SRR9129782	PRJNA306542	1
SRR9129784	PRJNA306542	1
SRR9129785	PRJNA306542	1
SRR9129799	PRJNA306542	1
SRR9129801	PRJNA306542	1
SRR9129813	PRJNA306542	1
SRR9129818	PRJNA306542	1
SRR9129819	PRJNA306542	1
SRR9129821	PRJNA306542	1
SRR9129822	PRJNA306542	1
SRR9129825	PRJNA306542	1
SRR9129827	PRJNA306542	1
SRR9129829	PRJNA306542	1
SRR9129841	PRJNA306542	1
SRR9129844	PRJNA306542	1
SRR9129845	PRJNA306542	1
SRR9129846	PRJNA306542	1
SRR9129849	PRJNA306542	1
SRR9129853	PRJNA306542	1
SRR9129865	PRJNA306542	1
SRR9129867	PRJNA306542	1
SRR9129872	PRJNA306542	1
SRR9129873	PRJNA306542	1
SRR9129874	PRJNA306542	1
SRR9129875	PRJNA306542	1
SRR9129876	PRJNA306542	1
SRR9129879	PRJNA306542	1
SRR9129896	PRJNA306542	1
SRR9129897	PRJNA306542	1
SRR9129898	PRJNA306542	1
SRR9129899	PRJNA306542	1
SRR9129911	PRJNA306542	1
SRR9129912	PRJNA306542	1
SRR9129914	PRJNA306542	1
SRR9129921	PRJNA306542	1
SRR9129923	PRJNA306542	1
SRR9129924	PRJNA306542	1
SRR9129925	PRJNA306542	1
SRR9129926	PRJNA306542	1
SRR9129929	PRJNA306542	1
SRR9129941	PRJNA306542	1
SRR9129942	PRJNA306542	1
SRR9129944	PRJNA306542	1
SRR9129946	PRJNA306542	1
SRR9129972	PRJNA306542	1
SRR9129973	PRJNA306542	1
SRR9129976	PRJNA306542	1
SRR9129977	PRJNA306542	1
SRR9129985	PRJNA306542	1
SRR9129987	PRJNA306542	1
SRR9129989	PRJNA306542	1
SRR9129997	PRJNA306542	1
SRR9130003	PRJNA306542	1
SRR9130004	PRJNA306542	1
SRR9130017	PRJNA306542	1
SRR9130018	PRJNA306542	1
SRR3051738	PRJNA306542	1
SRR3051739	PRJNA306542	1
SRR3051740	PRJNA306542	0
SRR3051741	PRJNA306542	0
SRR3051742	PRJNA306542	0
SRR3051743	PRJNA306542	1
SRR3051744	PRJNA306542	1
SRR3051745	PRJNA306542	1
SRR3051746	PRJNA306542	0
SRR3051747	PRJNA306542	0
SRR3051748	PRJNA306542	1
SRR3051749	PRJNA306542	1
SRR3051750	PRJNA306542	0
SRR3051751	PRJNA306542	0
SRR3051752	PRJNA306542	1
SRR3051753	PRJNA306542	1
SRR3051754	PRJNA306542	1
SRR3051755	PRJNA306542	0
SRR3051756	PRJNA306542	0
SRR3051757	PRJNA306542	0
SRR3051758	PRJNA306542	1
SRR3051759	PRJNA306542	1
SRR3051760	PRJNA306542	0
SRR3051761	PRJNA306542	0
SRR3051762	PRJNA306542	0
SRR3051763	PRJNA306542	
SRR3051764	PRJNA306542	
SRR3051765	PRJNA306542	
SRR3051766	PRJNA306542	1
SRR3051767	PRJNA306542	0
SRR3051768	PRJNA306542	1
SRR3051769	PRJNA306542	0
SRR3051770	PRJNA306542	1
SRR3051771	PRJNA306542	0
SRR3051772	PRJNA306542	1
SRR3051773	PRJNA306542	0
SRR3051774	PRJNA306542	1
SRR3051775	PRJNA306542	0
SRR3051776	PRJNA306542	
SRR3090733	PRJNA306542	1
SRR3090734	PRJNA306542	0
SRR3090735	PRJNA306542	1
SRR3090736	PRJNA306542	0
SRR3090737	PRJNA306542	1
SRR3090738	PRJNA306542	0
SRR3090739	PRJNA306542	1
SRR3090740	PRJNA306542	0
SRR3090741	PRJNA306542	1
SRR3090742	PRJNA306542	0
SRR3090743	PRJNA306542	1
SRR3090744	PRJNA306542	0
SRR3209769	PRJNA314526	0
SRR3209770	PRJNA314526	0
SRR3209771	PRJNA314526	1
SRR3209772	PRJNA314526	1
SRR3209773	PRJNA314526	0
SRR3209774	PRJNA314526	0
SRR3209775	PRJNA314526	1
SRR3209776	PRJNA314526	1
SRR3209777	PRJNA314526	0
SRR3209778	PRJNA314526	1
SRR3209779	PRJNA314526	0
SRR3209780	PRJNA314526	1
SRR3485260	PRJNA319450	1
SRR3485261	PRJNA319450	1
SRR3485262	PRJNA319450	1
SRR3485263	PRJNA319450	1
SRR3485264	PRJNA319450	1
SRR3485265	PRJNA319450	1
SRR3485266	PRJNA319450	1
SRR3485267	PRJNA319450	1
SRR3466958	PRJNA320054	0
SRR3466959	PRJNA320054	0
SRR3466960	PRJNA320054	1
SRR3466961	PRJNA320054	1
SRR3466962	PRJNA320054	1
SRR3466963	PRJNA320054	1
SRR3466964	PRJNA320054	1
SRR3466965	PRJNA320054	1
SRR3510023	PRJNA321719	0
SRR3510024	PRJNA321719	1
SRR3510025	PRJNA321719	0
SRR3510026	PRJNA321719	1
SRR3510027	PRJNA321719	0
SRR3510028	PRJNA321719	1
SRR5134063	PRJNA359218	0
SRR5134064	PRJNA359218	0
SRR5134065	PRJNA359218	1
SRR5134066	PRJNA359218	1
SRR5134067	PRJNA359218	1
SRR5134068	PRJNA359218	1
SRR5526308	PRJNA386172	1
SRR5526309	PRJNA386172	0
SRR5526310	PRJNA386172	1
SRR5526304	PRJNA386172	1
SRR5526305	PRJNA386172	0
SRR5526306	PRJNA386172	1
SRR5526307	PRJNA386172	0
SRR5526311	PRJNA386172	0
SRR5526312	PRJNA386172	1
SRR5526313	PRJNA386172	0
SRR5526314	PRJNA386172	1
SRR5526315	PRJNA386172	0
SRR6326699	PRJNA420056	0
SRR6326700	PRJNA420056	0
SRR6326701	PRJNA420056	0
SRR6326702	PRJNA420056	1
SRR6326703	PRJNA420056	1
SRR6326704	PRJNA420056	0
SRR6326705	PRJNA420056	0
SRR6326706	PRJNA420056	0
SRR6326707	PRJNA420056	1
SRR6326708	PRJNA420056	1
SRR7054176	PRJNA449939	1
SRR7054177	PRJNA449939	1
SRR7054178	PRJNA449939	1
SRR7054179	PRJNA449939	1
SRR7054180	PRJNA449939	0
SRR7054181	PRJNA449939	0
SRR7054182	PRJNA449939	0
SRR7054183	PRJNA449939	0
SRR7516792	PRJNA480902	0
SRR7516793	PRJNA480902	0
SRR7516794	PRJNA480902	0
SRR7516795	PRJNA480902	1
SRR7516796	PRJNA480902	1
SRR7516797	PRJNA480902	1
SRR7516798	PRJNA480902	1
SRR7516799	PRJNA480902	1
SRR7516800	PRJNA480902	1
SRR8746724	PRJNA527848	1
SRR8746725	PRJNA527848	1
SRR8746726	PRJNA527848	1
SRR8746727	PRJNA527848	0
SRR8746728	PRJNA527848	0
SRR8746729	PRJNA527848	0
SRR8746730	PRJNA527848	1
SRR8746731	PRJNA527848	1
SRR8746732	PRJNA527848	1
SRR8746733	PRJNA527848	0
SRR8746734	PRJNA527848	0
SRR8746735	PRJNA527848	0
SRR8848654	PRJNA530826	0
SRR8848655	PRJNA530826	0
SRR8848656	PRJNA530826	1
SRR8848657	PRJNA530826	0
SRR8848658	PRJNA530826	1
SRR8848659	PRJNA530826	1
SRR8848660	PRJNA530826	1
SRR8848661	PRJNA530826	1
SRR8848662	PRJNA530826	1
SRR8848663	PRJNA530826	1
SRR8848664	PRJNA530826	1
SRR8848665	PRJNA530826	1
SRR8848666	PRJNA530826	1
SRR8848667	PRJNA530826	1
SRR8848695	PRJNA530826	1
SRR8848696	PRJNA530826	1
SRR8848701	PRJNA530826	1
SRR8848702	PRJNA530826	1
SRR8848703	PRJNA530826	1
SRR8848704	PRJNA530826	1
SRR8848705	PRJNA530826	1
SRR8848706	PRJNA530826	1
SRR8848707	PRJNA530826	1
SRR8848708	PRJNA530826	1
SRR10045071	PRJNA562309	0
SRR10045072	PRJNA562309	0
SRR10045073	PRJNA562309	0
SRR10045074	PRJNA562309	0
SRR10045075	PRJNA562309	0
SRR10814909	PRJNA562309	1
SRR10814910	PRJNA562309	1
SRR10814911	PRJNA562309	1
SRR10814912	PRJNA562309	1
SRR10814913	PRJNA562309	1
SRR10814914	PRJNA562309	1
SRR10982691	PRJNA603607	1
SRR10982692	PRJNA603607	0
SRR10982693	PRJNA603607	1
SRR10982694	PRJNA603607	0
SRR10982695	PRJNA603607	1
SRR10982696	PRJNA603607	0
SRR11176503	PRJNA608550	0
SRR11176504	PRJNA608550	0
SRR11176505	PRJNA608550	0
SRR11176506	PRJNA608550	0
SRR11176507	PRJNA608550	1
SRR11176508	PRJNA608550	1
SRR11176509	PRJNA608550	1
SRR11176510	PRJNA608550	1
SRR11176511	PRJNA608550	0
SRR11176512	PRJNA608550	0
SRR11176513	PRJNA608550	0
SRR11176514	PRJNA608550	0
SRR11176515	PRJNA608550	1
SRR11176516	PRJNA608550	1
SRR11176517	PRJNA608550	1
SRR11176518	PRJNA608550	1
SRR11176805	PRJNA608552	0
SRR11176806	PRJNA608552	0
SRR11176807	PRJNA608552	0
SRR11176808	PRJNA608552	0
SRR11176809	PRJNA608552	1
SRR11176810	PRJNA608552	1
SRR11176811	PRJNA608552	1
SRR11176812	PRJNA608552	1
SRR11176813	PRJNA608552	0
SRR11176814	PRJNA608552	0
SRR11176815	PRJNA608552	0
SRR11176816	PRJNA608552	0
SRR11176817	PRJNA608552	1
SRR11176818	PRJNA608552	1
SRR11176819	PRJNA608552	1
SRR11176820	PRJNA608552	1
SRR11607892	PRJNA628020	1
SRR11607893	PRJNA628020	0
SRR11607894	PRJNA628020	1
SRR11607895	PRJNA628020	0
SRR11607896	PRJNA628020	1
SRR11607897	PRJNA628020	0
SRR11607898	PRJNA628020	1
SRR11607899	PRJNA628020	0
SRR12339145	PRJNA649154	0
SRR12339146	PRJNA649154	0
SRR12339147	PRJNA649154	1
SRR12339148	PRJNA649154	1
SRR12339149	PRJNA649154	0
SRR12339150	PRJNA649154	0
SRR12339151	PRJNA649154	0
SRR12339152	PRJNA649154	0
SRR12339153	PRJNA649154	1
SRR12339154	PRJNA649154	1
SRR12339155	PRJNA649154	1
SRR12339156	PRJNA649154	1
SRR12567749	PRJNA660861	1
SRR12567750	PRJNA660861	1
SRR12567751	PRJNA660861	0
SRR12567752	PRJNA660861	0
SRR12764687	PRJNA667047	0
SRR12764691	PRJNA667047	0
SRR12764692	PRJNA667047	0
SRR12764693	PRJNA667047	1
SRR12764694	PRJNA667047	1
SRR12764697	PRJNA667047	1
SRR12764698	PRJNA667047	1
SRR12764699	PRJNA667047	0
SRR12764703	PRJNA667047	0
SRR12764706	PRJNA667047	1
SRR12764709	PRJNA667047	1
SRR12764710	PRJNA667047	1
SRR12764713	PRJNA667047	0
SRR12764714	PRJNA667047	0
SRR12764688	PRJNA667047	0
SRR12764689	PRJNA667047	0
SRR12764690	PRJNA667047	0
SRR12764695	PRJNA667047	1
SRR12764696	PRJNA667047	1
SRR12764700	PRJNA667047	0
SRR12764701	PRJNA667047	0
SRR12764702	PRJNA667047	0
SRR12764704	PRJNA667047	0
SRR12764705	PRJNA667047	1
SRR12764707	PRJNA667047	1
SRR12764708	PRJNA667047	1
SRR12764711	PRJNA667047	0
SRR12764712	PRJNA667047	0
SRR12764715	PRJNA667047	0
SRR12764716	PRJNA667047	0
SRR12873461	PRJNA670511	0
SRR12873462	PRJNA670511	0
SRR12873463	PRJNA670511	0
SRR12873464	PRJNA670511	0
SRR12873465	PRJNA670511	0
SRR12873466	PRJNA670511	0
SRR12873467	PRJNA670511	1
SRR12873468	PRJNA670511	1
SRR12873469	PRJNA670511	1
SRR12873470	PRJNA670511	1
SRR12873471	PRJNA670511	1
SRR12873472	PRJNA670511	1
SRR14322728	PRJNA725109	1
SRR14322729	PRJNA725109	1
SRR14322730	PRJNA725109	0
SRR14322731	PRJNA725109	0
SRR14322732	PRJNA725109	0
SRR14322733	PRJNA725109	1
SRR14728706	PRJNA734967	0
SRR14728707	PRJNA734967	1
SRR14728708	PRJNA734967	1
SRR14728709	PRJNA734967	1
SRR14728720	PRJNA734967	0
SRR14728731	PRJNA734967	0
SRR14728742	PRJNA734967	0
SRR14728743	PRJNA734967	1
SRR14728744	PRJNA734967	1
SRR14728745	PRJNA734967	1
SRR14728746	PRJNA734967	0
SRR14728747	PRJNA734967	0
SRR14728748	PRJNA734967	0
SRR14728749	PRJNA734967	1
SRR14728750	PRJNA734967	1
SRR14728751	PRJNA734967	1
SRR14728752	PRJNA734967	0
SRR14728753	PRJNA734967	0
SRR14728754	PRJNA734967	0
SRR14728755	PRJNA734967	0
SRR14728756	PRJNA734967	0
SRR14728757	PRJNA734967	0
SRR14728758	PRJNA734967	0
SRR14728759	PRJNA734967	1
SRR14728760	PRJNA734967	1
SRR14728761	PRJNA734967	1
SRR14728762	PRJNA734967	0
SRR14728763	PRJNA734967	0
SRR14728764	PRJNA734967	0
SRR14728765	PRJNA734967	0
SRR15962816	PRJNA764445	1
SRR15962817	PRJNA764445	1
SRR15962818	PRJNA764445	1
SRR15962819	PRJNA764445	0
SRR15962820	PRJNA764445	0
SRR15962821	PRJNA764445	0
SRR17972630	PRJNA805197	0
SRR17972631	PRJNA805197	0
SRR17972632	PRJNA805197	0
SRR17972633	PRJNA805197	1
SRR17972634	PRJNA805197	1
SRR17972635	PRJNA805197	1
SRR17972636	PRJNA805197	1
SRR17972637	PRJNA805197	1
SRR17972638	PRJNA805197	0
SRR17972639	PRJNA805197	0
SRR17972640	PRJNA805197	0
SRR17972641	PRJNA805197	1
SRR17972642	PRJNA805197	1
SRR18090873	PRJNA809028	1
SRR18090874	PRJNA809028	0
SRR18090877	PRJNA809028	1
SRR18090878	PRJNA809028	0
SRR20140161	PRJNA858295	1
SRR20140162	PRJNA858295	0
SRR20140163	PRJNA858295	1
SRR20140164	PRJNA858295	0
SRR20140165	PRJNA858295	1
SRR20140166	PRJNA858295	0
SRR20140167	PRJNA858295	1
SRR20140168	PRJNA858295	0
SRR20140169	PRJNA858295	1
SRR20140170	PRJNA858295	0
SRR21118385	PRJNA865102	1
SRR21118386	PRJNA865102	0
SRR21118387	PRJNA865102	1
SRR21118388	PRJNA865102	0
SRR21019284	PRJNA866990	1
SRR21019285	PRJNA866990	1
SRR21019286	PRJNA866990	1
SRR21019287	PRJNA866990	0
SRR21019288	PRJNA866990	0
SRR21019289	PRJNA866990	0
