Run	Experiment_Type	Class_Label
SRR11933044	PRJNA637522	1
SRR11933046	PRJNA637522	1
SRR11933047	PRJNA637522	0
SRR11933050	PRJNA637522	1
SRR11933052	PRJNA637522	1
SRR11933054	PRJNA637522	0
SRR11933056	PRJNA637522	1
SRR11933057	PRJNA637522	1
SRR11933061	PRJNA637522	0
SRR11933063	PRJNA637522	1
SRR11933064	PRJNA637522	1
SRR11933065	PRJNA637522	0
SRR11933066	PRJNA637522	1
SRR11933068	PRJNA637522	1
SRR11933070	PRJNA637522	0
SRR11933072	PRJNA637522	1
SRR11933075	PRJNA637522	1
SRR11933076	PRJNA637522	1
SRR11933079	PRJNA637522	1
SRR11933081	PRJNA637522	1
SRR11933083	PRJNA637522	0
SRR11933086	PRJNA637522	1
SRR11933088	PRJNA637522	1
SRR11933089	PRJNA637522	0
SRR11933090	PRJNA637522	1
SRR11933093	PRJNA637522	1
SRR11933095	PRJNA637522	1
SRR11933099	PRJNA637522	1
SRR11933100	PRJNA637522	0
SRR11933102	PRJNA637522	1
SRR11933105	PRJNA637522	1
SRR11933107	PRJNA637522	1
SRR11933109	PRJNA637522	0
SRR11933110	PRJNA637522	1
SRR11933112	PRJNA637522	1
SRR11933113	PRJNA637522	1
SRR11933114	PRJNA637522	0
SRR11933117	PRJNA637522	1
SRR11933118	PRJNA637522	1
SRR11933120	PRJNA637522	1
SRR11933122	PRJNA637522	1
SRR11933124	PRJNA637522	0
SRR11933126	PRJNA637522	1
SRR11933127	PRJNA637522	0
SRR11933129	PRJNA637522	1
SRR11933130	PRJNA637522	1
SRR11933133	PRJNA637522	1
SRR11933135	PRJNA637522	1
SRR11933137	PRJNA637522	0
SRR11933140	PRJNA637522	1
SRR11933141	PRJNA637522	1
SRR11933144	PRJNA637522	1
SRR11933145	PRJNA637522	1
SRR11933149	PRJNA637522	0
SRR11933150	PRJNA637522	1
SRR11933152	PRJNA637522	0
SRR11933154	PRJNA637522	1
SRR11933156	PRJNA637522	1
SRR11933158	PRJNA637522	0
SRR11933159	PRJNA637522	1
SRR11933161	PRJNA637522	0
SRR11933163	PRJNA637522	1
SRR11933164	PRJNA637522	1
SRR11933166	PRJNA637522	1
SRR11933167	PRJNA637522	1
SRR11933169	PRJNA637522	1
SRR11933173	PRJNA637522	1
SRR11933185	PRJNA637522	1
SRR11933187	PRJNA637522	1
SRR11933189	PRJNA637522	0
SRR11933191	PRJNA637522	1
SRR11933192	PRJNA637522	0
SRR11933196	PRJNA637522	1
SRR11933197	PRJNA637522	1
SRR11933198	PRJNA637522	0
SRR11933199	PRJNA637522	1
SRR11933202	PRJNA637522	1
SRR11933204	PRJNA637522	0
SRR11933206	PRJNA637522	1
SRR11933208	PRJNA637522	0
SRR11933209	PRJNA637522	1
SRR11933211	PRJNA637522	0
SRR11933216	PRJNA637522	1
SRR11933218	PRJNA637522	1
SRR11933220	PRJNA637522	1
SRR11933222	PRJNA637522	0
SRR11933224	PRJNA637522	1
SRR11933225	PRJNA637522	1
SRR11933227	PRJNA637522	1
SRR11933229	PRJNA637522	1
SRR11933232	PRJNA637522	0
SRR11933234	PRJNA637522	1
SRR11933237	PRJNA637522	1
SRR11933241	PRJNA637522	1
SRR11933243	PRJNA637522	1
SRR11933245	PRJNA637522	0
SRR11933247	PRJNA637522	0
SRR11933248	PRJNA637522	1
SRR11933250	PRJNA637522	1
SRR11933254	PRJNA637522	1
SRR11933256	PRJNA637522	0
SRR11933258	PRJNA637522	1
SRR11933259	PRJNA637522	0
SRR11933261	PRJNA637522	1
SRR11933262	PRJNA637522	1
SRR11933263	PRJNA637522	0
SRR11933264	PRJNA637522	1
SRR11933265	PRJNA637522	1
SRR11933268	PRJNA637522	1
SRR11933270	PRJNA637522	1
SRR11933272	PRJNA637522	1
SRR11933273	PRJNA637522	1
SRR11933275	PRJNA637522	1
SRR11933278	PRJNA637522	1
SRR11933282	PRJNA637522	1
SRR11933286	PRJNA637522	0
SRR11933288	PRJNA637522	1
SRR11933289	PRJNA637522	0
SRR11933290	PRJNA637522	1
SRR11933291	PRJNA637522	1
SRR11933293	PRJNA637522	1
SRR11933294	PRJNA637522	0
SRR11933296	PRJNA637522	1
SRR11933297	PRJNA637522	0
SRR11933299	PRJNA637522	1
SRR11933301	PRJNA637522	1
SRR11933302	PRJNA637522	0
SRR11933306	PRJNA637522	0
SRR11933307	PRJNA637522	0
SRR11933309	PRJNA637522	1
SRR11933312	PRJNA637522	1
SRR11933315	PRJNA637522	0
SRR11933316	PRJNA637522	1
SRR11933318	PRJNA637522	0
SRR11933320	PRJNA637522	1
SRR11933322	PRJNA637522	1
SRR11933324	PRJNA637522	0
SRR11933325	PRJNA637522	1
SRR11933326	PRJNA637522	1
SRR11933328	PRJNA637522	0
SRR11933330	PRJNA637522	1
SRR11933331	PRJNA637522	0
SRR11933333	PRJNA637522	1
SRR11933336	PRJNA637522	0
SRR11933338	PRJNA637522	1
SRR11933340	PRJNA637522	1
SRR11933343	PRJNA637522	1
SRR11933344	PRJNA637522	0
SRR11933345	PRJNA637522	1
SRR11933347	PRJNA637522	1
SRR11933349	PRJNA637522	1
SRR11933351	PRJNA637522	0
SRR11933354	PRJNA637522	0
SRR11933356	PRJNA637522	1
SRR11933358	PRJNA637522	1
SRR11933360	PRJNA637522	1
SRR11933362	PRJNA637522	1
SRR11933365	PRJNA637522	1
SRR11933367	PRJNA637522	1
SRR11933368	PRJNA637522	1
SRR11933370	PRJNA637522	0
SRR11933372	PRJNA637522	1
SRR11933373	PRJNA637522	1
SRR11933378	PRJNA637522	1
SRR11933380	PRJNA637522	0
SRR11933382	PRJNA637522	1
SRR11933384	PRJNA637522	1
SRR11933386	PRJNA637522	0
SRR11933388	PRJNA637522	1
SRR11933390	PRJNA637522	1
SRR11933392	PRJNA637522	1
SRR11933393	PRJNA637522	0
SRR11933395	PRJNA637522	1
SRR11933396	PRJNA637522	0
SRR11933401	PRJNA637522	0
SRR11933403	PRJNA637522	0
SRR11933406	PRJNA637522	0
SRR11933408	PRJNA637522	1
SRR11933410	PRJNA637522	1
SRR11933412	PRJNA637522	0
SRR11933415	PRJNA637522	1
SRR11933418	PRJNA637522	0
SRR11933421	PRJNA637522	1
SRR11933423	PRJNA637522	1
SRR11933425	PRJNA637522	0
SRR11933426	PRJNA637522	0
SRR11933429	PRJNA637522	0
SRR11933430	PRJNA637522	1
SRR11933432	PRJNA637522	0
SRR11933433	PRJNA637522	1
SRR11933434	PRJNA637522	1
SRR11933436	PRJNA637522	0
SRR11933439	PRJNA637522	1
SRR11933440	PRJNA637522	1
SRR11933441	PRJNA637522	0
SRR11933442	PRJNA637522	1
SRR11933444	PRJNA637522	0
SRR11933446	PRJNA637522	1
SRR11933448	PRJNA637522	0
SRR11933450	PRJNA637522	1
SRR11933451	PRJNA637522	0
SRR11933452	PRJNA637522	1
SRR11933454	PRJNA637522	0
SRR11933455	PRJNA637522	1
SRR11933456	PRJNA637522	1
SRR11933458	PRJNA637522	1
SRR11933459	PRJNA637522	1
SRR11933460	PRJNA637522	1
SRR11933462	PRJNA637522	1
SRR11933465	PRJNA637522	0
SRR11933467	PRJNA637522	1
SRR11933469	PRJNA637522	1
SRR11933471	PRJNA637522	0
SRR11933474	PRJNA637522	0
SRR11933477	PRJNA637522	1
SRR11933479	PRJNA637522	1
SRR11933481	PRJNA637522	0
SRR11933483	PRJNA637522	1
SRR11933485	PRJNA637522	1
SRR11933487	PRJNA637522	1
SRR11933488	PRJNA637522	1
SRR11932805	PRJNA637522	0
SRR11932806	PRJNA637522	1
SRR11932808	PRJNA637522	0
SRR11932809	PRJNA637522	1
SRR11932810	PRJNA637522	0
SRR11932811	PRJNA637522	1
SRR11932812	PRJNA637522	1
SRR11932814	PRJNA637522	0
SRR11932815	PRJNA637522	1
SRR11932817	PRJNA637522	0
SRR11932819	PRJNA637522	1
SRR11932823	PRJNA637522	1
SRR11932827	PRJNA637522	1
SRR11932829	PRJNA637522	0
SRR11932831	PRJNA637522	1
SRR11932833	PRJNA637522	0
SRR11932836	PRJNA637522	0
SRR11932838	PRJNA637522	0
SRR11932839	PRJNA637522	1
SRR11932841	PRJNA637522	0
SRR11932843	PRJNA637522	1
SRR11932844	PRJNA637522	1
SRR11932845	PRJNA637522	0
SRR11932849	PRJNA637522	1
SRR11932851	PRJNA637522	1
SRR11932852	PRJNA637522	0
SRR11932854	PRJNA637522	1
SRR11932855	PRJNA637522	1
SRR11932856	PRJNA637522	0
SRR11932858	PRJNA637522	1
SRR11932860	PRJNA637522	1
SRR11932863	PRJNA637522	1
SRR11932866	PRJNA637522	0
SRR11932868	PRJNA637522	1
SRR11932869	PRJNA637522	1
SRR11932870	PRJNA637522	0
SRR11932871	PRJNA637522	1
SRR11932872	PRJNA637522	1
SRR11932873	PRJNA637522	0
SRR11932875	PRJNA637522	1
SRR11932876	PRJNA637522	0
SRR11932877	PRJNA637522	0
SRR11932879	PRJNA637522	1
SRR11932880	PRJNA637522	1
SRR11932883	PRJNA637522	1
SRR11932884	PRJNA637522	1
SRR11932886	PRJNA637522	1
SRR11932887	PRJNA637522	1
SRR11932890	PRJNA637522	1
SRR11932891	PRJNA637522	1
SRR11932893	PRJNA637522	1
SRR11932896	PRJNA637522	1
SRR11932897	PRJNA637522	1
SRR11932900	PRJNA637522	1
SRR11932902	PRJNA637522	0
SRR11932904	PRJNA637522	1
SRR11932906	PRJNA637522	1
SRR11932908	PRJNA637522	1
SRR11932909	PRJNA637522	1
SRR11932911	PRJNA637522	0
SRR11932913	PRJNA637522	1
SRR11932915	PRJNA637522	1
SRR11932917	PRJNA637522	0
SRR11932920	PRJNA637522	0
SRR11932921	PRJNA637522	0
SRR11932923	PRJNA637522	1
SRR11932927	PRJNA637522	0
SRR11932928	PRJNA637522	1
SRR11932930	PRJNA637522	1
SRR11932932	PRJNA637522	0
SRR11932934	PRJNA637522	1
SRR11932937	PRJNA637522	0
SRR11932939	PRJNA637522	0
SRR11932942	PRJNA637522	0
SRR11932944	PRJNA637522	1
SRR11932947	PRJNA637522	1
SRR11932950	PRJNA637522	0
SRR11932951	PRJNA637522	1
SRR11932952	PRJNA637522	1
SRR11932954	PRJNA637522	0
SRR11932957	PRJNA637522	1
SRR11932958	PRJNA637522	0
SRR11932960	PRJNA637522	1
SRR11932962	PRJNA637522	1
SRR11932965	PRJNA637522	0
SRR11932966	PRJNA637522	1
SRR11932968	PRJNA637522	1
SRR11932971	PRJNA637522	0
SRR11932974	PRJNA637522	0
SRR11932975	PRJNA637522	1
SRR11932978	PRJNA637522	1
SRR11932980	PRJNA637522	0
SRR11932982	PRJNA637522	1
SRR11932984	PRJNA637522	0
SRR11932986	PRJNA637522	0
SRR11932989	PRJNA637522	0
SRR11932990	PRJNA637522	1
SRR11932993	PRJNA637522	1
SRR11932995	PRJNA637522	1
SRR11932999	PRJNA637522	1
SRR11933000	PRJNA637522	1
SRR11933003	PRJNA637522	1
SRR11933004	PRJNA637522	1
SRR11933008	PRJNA637522	0
SRR11933010	PRJNA637522	1
SRR11933012	PRJNA637522	1
SRR11933014	PRJNA637522	1
SRR11933015	PRJNA637522	0
SRR11933017	PRJNA637522	1
SRR11933019	PRJNA637522	1
SRR11933020	PRJNA637522	1
SRR11933024	PRJNA637522	1
SRR11933025	PRJNA637522	1
SRR11933026	PRJNA637522	1
SRR11933027	PRJNA637522	1
SRR11933028	PRJNA637522	0
SRR11933029	PRJNA637522	0
SRR11933032	PRJNA637522	0
SRR11933034	PRJNA637522	1
SRR11933035	PRJNA637522	0
SRR11933036	PRJNA637522	1
SRR11933037	PRJNA637522	1
SRR11933040	PRJNA637522	1
SRR11933041	PRJNA637522	1
SRR11933042	PRJNA637522	0
SRR11933045	PRJNA637522	1
SRR11933048	PRJNA637522	0
SRR11933049	PRJNA637522	1
SRR11933051	PRJNA637522	0
SRR11933053	PRJNA637522	1
SRR11933055	PRJNA637522	1
SRR11933058	PRJNA637522	1
SRR11933059	PRJNA637522	1
SRR11933060	PRJNA637522	1
SRR11933062	PRJNA637522	1
SRR11933067	PRJNA637522	0
SRR11933069	PRJNA637522	1
SRR11933071	PRJNA637522	1
SRR11933073	PRJNA637522	0
SRR11933074	PRJNA637522	1
SRR11933077	PRJNA637522	0
SRR11933078	PRJNA637522	1
SRR11933080	PRJNA637522	0
SRR11933082	PRJNA637522	1
SRR11933084	PRJNA637522	1
SRR11933085	PRJNA637522	0
SRR11933087	PRJNA637522	1
SRR11933091	PRJNA637522	0
SRR11933092	PRJNA637522	1
SRR11933094	PRJNA637522	1
SRR11933096	PRJNA637522	1
SRR11933097	PRJNA637522	0
SRR11933098	PRJNA637522	1
SRR11933101	PRJNA637522	1
SRR11933103	PRJNA637522	0
SRR11933104	PRJNA637522	0
SRR11933106	PRJNA637522	1
SRR11933108	PRJNA637522	1
SRR11933111	PRJNA637522	0
SRR11933115	PRJNA637522	1
SRR11933116	PRJNA637522	1
SRR11933119	PRJNA637522	0
SRR11933121	PRJNA637522	0
SRR11933123	PRJNA637522	1
SRR11933125	PRJNA637522	1
SRR11933128	PRJNA637522	1
SRR11933131	PRJNA637522	0
SRR11933132	PRJNA637522	0
SRR11933134	PRJNA637522	1
SRR11933136	PRJNA637522	1
SRR11933138	PRJNA637522	1
SRR11933139	PRJNA637522	0
SRR11933142	PRJNA637522	1
SRR11933143	PRJNA637522	0
SRR11933146	PRJNA637522	0
SRR11933147	PRJNA637522	1
SRR11933148	PRJNA637522	1
SRR11933151	PRJNA637522	1
SRR11933153	PRJNA637522	0
SRR11933155	PRJNA637522	0
SRR11933157	PRJNA637522	1
SRR11933160	PRJNA637522	1
SRR11933162	PRJNA637522	1
SRR11933165	PRJNA637522	0
SRR11933168	PRJNA637522	0
SRR11933170	PRJNA637522	1
SRR11933171	PRJNA637522	0
SRR11933172	PRJNA637522	1
SRR11933174	PRJNA637522	1
SRR11933175	PRJNA637522	0
SRR11933176	PRJNA637522	0
SRR11933177	PRJNA637522	1
SRR11933178	PRJNA637522	1
SRR11933179	PRJNA637522	1
SRR11933180	PRJNA637522	1
SRR11933181	PRJNA637522	0
SRR11933182	PRJNA637522	1
SRR11933183	PRJNA637522	1
SRR11933184	PRJNA637522	0
SRR11933186	PRJNA637522	1
SRR11933188	PRJNA637522	1
SRR11933190	PRJNA637522	1
SRR11933193	PRJNA637522	1
SRR11933194	PRJNA637522	1
SRR11933195	PRJNA637522	0
SRR11933200	PRJNA637522	1
SRR11933201	PRJNA637522	0
SRR11933203	PRJNA637522	1
SRR11933205	PRJNA637522	1
SRR11933207	PRJNA637522	1
SRR11933210	PRJNA637522	1
SRR11933212	PRJNA637522	1
SRR11933213	PRJNA637522	1
SRR11933214	PRJNA637522	0
SRR11933215	PRJNA637522	1
SRR11933217	PRJNA637522	0
SRR11933219	PRJNA637522	1
SRR11933221	PRJNA637522	1
SRR11933223	PRJNA637522	0
SRR11933226	PRJNA637522	1
SRR11933228	PRJNA637522	0
SRR11933230	PRJNA637522	0
SRR11933231	PRJNA637522	1
SRR11933233	PRJNA637522	1
SRR11933235	PRJNA637522	0
SRR11933236	PRJNA637522	1
